# Derived from en-GB-x-rp.dict by Reece H. Dunn (Cainteoir Technologies)
# https://github.com/rhdunn/en-GB-x-rp.dict
# Copyright (C) 2017 Reece H. Dunn. BSD 2-clause license.
turn	1
turned	1
turning	1 0
turret	1 0
twelve	1
twenty	1 0
two	1
type	1
u	1
ugh	1
unanticipated	0 0 1 0 2 0
unbroken	0 1 0
uncertain	0 1 0
uncomplainingly	0 0 1 0 0
uncovered	0 1 0
undaunted	0 1 0
understand	2 0 1
understood	2 0 1
uneasy	0 1 0
ungainly	0 1 0
unhappy	0 1 0
unimpeded	0 0 1 0
uninterruptedly	0 2 0 1 0 0
unlimited	0 1 0 0
unmask	0 1
unmerciful	0 1 0 0
unnecessarily	0 2 0 1 0 0
unnoticed	0 1 0
unredressed	2 0 1
unseen	0 1
unsheathing	0 1 0
unsteadily	0 1 0 0
unsteady	0 1 0
unsuited	0 1 0
untenanted	0 1 0 0
until	0 1
unto	1 0
untoward	0 0 1
unusual	0 1 0 0
unusually	0 1 0 0 0
unutterable	0 1 0 0 0
up	1
uplifting	0 1 0
upon	0 1
upstarting	0 1 0
upwards	1 0
us	1
use	1
utterance	1 0 0
uttered	1 0
utterly	1 0 0
utters	1 0
v	1
vague	1
vain	1
vainly	1 0
valet	1 0
varied	1 0
vast	1
vault	1
vaults	1
vehemently	1 0 0 0
velvet	1 0
venture	1 0
ventured	1 0
very	1 0
vesture	1 0
vibrations	0 1 0
victim	1 0
view	1
vignette	0 1
vignetting	0 1 0
vigorously	1 0 0 0
vintages	1 0 0
violent	1 0 0
violently	1 0 0 0
violet	1 0 0
virtuoso	2 0 1 0
visage	1 0
visibly	1 0 0
vision	1 0
visiter	1 0 0
visitor	1 0 0
vista	1 0
vivid	1 0
vividly	1 0 0
voice	1
volume	1 0
voluptuous	0 1 0 0
vowed	1
vows	1
w	1 0 2
waist	1
waking	1 0
wall	1
walls	1
waltzers	1 0
wandering	1 0 0
waning	1 0
wanton	1 0
warm	1
warmth	1
was	1
waving	1 0
way	1
we	1
weak	1
weary	1 0
web	1
wedded	1 0
wednesday	1 0
wednesday's	1 0
wednesdays	1 0
weeks	1
weight	1
welded	1 0
well	1
went	1
were	1
western	1 0
westwardly	1 0 0
what	1
wheeled	1
when	1
whenever	0 1 0
where	1
whether	1 0
which	1
while	1
whirlingly	1 0 0
whispered	1 0
whispering	1 0 0
whisperingly	1 0 0 0
white	1
whither	1 0
who	1
whole	1
whom	1
whose	1
why	1
wide	1
width	1
wife	1
wild	1
will	1
wind	1
winding	1 0
windings	1 0
window	1 0
windows	1 0
wine	1
wines	1
wished	1
wit	1
with	1
withdrawing	0 1 0
withered	1 0
within	0 1
without	0 1
womanhood	1 0 2
wondering	1 0 0
wont	1
word	1
words	1
wore	1
work	1
world	1
worn	1
would	1
wounded	1 0
wretch	1
wringing	1 0
writhe	1
writhed	1
wrong	1
wrought	1
x	1
y	1
yard	1
yards	1
yells	1
yes	1
yet	1
yore	1
you	1
young	1
your	1
z	1
